customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,"Next Day Air",Yes,4,"Bank Transfer",Weekly,Adult,NULL
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,"Store Pickup",Yes,10,"Debit Card",Annually,Adult,365
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,"2-Day Shipping",Yes,26,"Credit Card",Weekly,Senior,NULL
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3,Yes,Express,Yes,40,Cash,Fortnightly,Adult,14
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,"Store Pickup",Yes,34,"Bank Transfer",Fortnightly,"Middle Aged",14
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,31,"Debit Card",Annually,Adult,365
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,"Store Pickup",Yes,1,"Bank Transfer",Bi-Weekly,"Young Adult",14
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,5,"Bank Transfer",Bi-Weekly,"Middle Aged",14
190,36,Male,Blouse,Clothing,82,"West Virginia",M,Maroon,Fall,4.4,Yes,"Next Day Air",Yes,4,"Credit Card",Weekly,Adult,NULL
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3,Yes,"Free Shipping",Yes,48,Venmo,Quarterly,Senior,90
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,"Free Shipping",Yes,29,Cash,"Every 3 Months",Senior,90
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,12,PayPal,Bi-Weekly,"Middle Aged",14
194,36,Male,Belt,Accessories,100,"North Dakota",S,Silver,Fall,3,Yes,Standard,Yes,29,Venmo,Annually,Adult,365
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,15,"Debit Card",Quarterly,"Middle Aged",90
196,51,Male,Jacket,Outerwear,25,"New York",M,Magenta,Fall,4.3,Yes,"Free Shipping",Yes,34,"Credit Card",Monthly,"Middle Aged",30
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,"Next Day Air",Yes,41,"Credit Card",Fortnightly,Adult,14
198,59,Male,Scarf,Accessories,78,"South Carolina",M,Black,Fall,3.2,Yes,"2-Day Shipping",Yes,41,"Credit Card",Monthly,Senior,30
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,39,"Credit Card",Fortnightly,"Middle Aged",14
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,32,Cash,Weekly,"Middle Aged",NULL
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,"Next Day Air",Yes,29,Venmo,Monthly,"Young Adult",30
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,"Free Shipping",Yes,15,"Bank Transfer",Annually,Senior,365
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,33,Venmo,Annually,"Middle Aged",365
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,"Next Day Air",Yes,18,"Bank Transfer",Weekly,Senior,NULL
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4,Yes,"Store Pickup",Yes,35,Cash,Bi-Weekly,"Young Adult",14
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3,Yes,Standard,Yes,25,PayPal,Weekly,Senior,NULL
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,"Free Shipping",Yes,6,Venmo,Fortnightly,"Young Adult",14
208,62,Male,Gloves,Accessories,91,"Rhode Island",M,Silver,Summer,2.9,Yes,Express,Yes,17,"Bank Transfer",Bi-Weekly,Senior,14
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,"Store Pickup",Yes,17,"Credit Card",Monthly,"Middle Aged",30
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,"Store Pickup",Yes,44,Cash,"Every 3 Months","Middle Aged",90
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3,Yes,"2-Day Shipping",Yes,6,PayPal,Fortnightly,"Middle Aged",14
212,69,Male,Skirt,Clothing,92,"South Dakota",L,Maroon,Fall,4.2,Yes,"2-Day Shipping",Yes,45,"Debit Card",Fortnightly,Senior,14
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,7,"Debit Card",Annually,Senior,365
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,"Store Pickup",Yes,11,"Debit Card","Every 3 Months","Young Adult",90
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,"Next Day Air",Yes,41,Cash,"Every 3 Months","Young Adult",90
216,62,Male,Scarf,Accessories,64,"New Jersey",S,Orange,Spring,2.8,Yes,"2-Day Shipping",Yes,24,PayPal,Bi-Weekly,Senior,14
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,"Free Shipping",Yes,21,Venmo,Weekly,Adult,NULL
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,"Next Day Air",Yes,24,"Bank Transfer",Annually,Adult,365
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,"Store Pickup",Yes,8,"Credit Card",Quarterly,"Young Adult",90
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3,Yes,"Free Shipping",Yes,12,Cash,Fortnightly,Adult,14
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,48,"Debit Card",Fortnightly,Adult,14
222,28,Male,Hat,Accessories,68,"North Carolina",XL,Magenta,Summer,4.4,Yes,"Store Pickup",Yes,6,"Bank Transfer",Quarterly,"Young Adult",90
223,47,Male,Gloves,Accessories,94,"New York",XL,Gray,Spring,4.5,Yes,"2-Day Shipping",Yes,14,PayPal,Fortnightly,"Middle Aged",14
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,"Free Shipping",Yes,34,PayPal,Annually,"Young Adult",365
225,63,Male,Socks,Clothing,83,"South Dakota",S,Beige,Summer,2.9,Yes,"Free Shipping",Yes,12,Cash,"Every 3 Months",Senior,90
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,"Next Day Air",Yes,11,"Bank Transfer",Annually,"Young Adult",365
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,"Free Shipping",Yes,5,PayPal,Monthly,"Young Adult",30
228,50,Male,Jeans,Clothing,90,"Rhode Island",M,Turquoise,Winter,4.2,Yes,Standard,Yes,25,Venmo,Fortnightly,"Middle Aged",14
229,18,Male,Socks,Clothing,79,"New Hampshire",M,White,Spring,2.9,Yes,"Store Pickup",Yes,11,"Credit Card",Annually,"Young Adult",365
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,"Next Day Air",Yes,27,PayPal,"Every 3 Months",Senior,90
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,43,"Credit Card",Annually,Senior,365
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,"2-Day Shipping",Yes,18,"Debit Card","Every 3 Months","Young Adult",90
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,32,"Bank Transfer",Bi-Weekly,"Middle Aged",14
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,"Next Day Air",Yes,27,"Bank Transfer","Every 3 Months","Young Adult",90
235,20,Male,Gloves,Accessories,39,"South Dakota",S,Silver,Summer,3.7,Yes,"Next Day Air",Yes,24,"Credit Card",Weekly,"Young Adult",NULL
236,43,Male,Sunglasses,Accessories,89,"New Jersey",M,Cyan,Winter,3.7,Yes,"Free Shipping",Yes,31,"Debit Card",Quarterly,Adult,90
237,38,Male,Coat,Outerwear,68,"North Dakota",L,Green,Winter,3.4,Yes,"Next Day Air",Yes,39,PayPal,Fortnightly,Adult,14
238,50,Male,Dress,Clothing,90,Iowa,M,Beige,Summer,3,Yes,"Store Pickup",Yes,36,"Debit Card",Fortnightly,"Middle Aged",14
239,64,Male,Skirt,Clothing,34,Ohio,M,Peach,Fall,4.2,Yes,"Free Shipping",Yes,5,Cash,Annually,Senior,365
240,49,Male,Pants,Clothing,51,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,47,"Credit Card",Bi-Weekly,"Middle Aged",14
241,47,Male,Sweater,Clothing,45,Montana,XL,Turquoise,Winter,3.5,Yes,"Free Shipping",Yes,29,"Bank Transfer",Fortnightly,"Middle Aged",14
242,36,Male,Hoodie,Clothing,88,Delaware,M,Peach,Winter,4.1,Yes,"Free Shipping",Yes,43,Venmo,Bi-Weekly,Adult,14
243,55,Male,Coat,Outerwear,85,"New York",L,Gray,Summer,4.3,Yes,"Store Pickup",Yes,40,"Debit Card","Every 3 Months","Middle Aged",90
244,25,Male,Jewelry,Accessories,100,Kentucky,M,Olive,Winter,2.8,Yes,"2-Day Shipping",Yes,4,"Debit Card",Monthly,"Young Adult",30
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,"2-Day Shipping",Yes,39,PayPal,Weekly,"Middle Aged",NULL
246,49,Male,Sandals,Footwear,53,"Rhode Island",L,Charcoal,Summer,3.3,Yes,"Next Day Air",Yes,45,Venmo,Fortnightly,"Middle Aged",14
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,20,Venmo,Bi-Weekly,Adult,14
248,29,Male,Sweater,Clothing,66,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,14,"Debit Card",Weekly,"Young Adult",NULL
249,47,Male,Belt,Accessories,100,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,33,PayPal,Weekly,"Middle Aged",NULL
250,53,Male,Handbag,Accessories,47,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,18,"Credit Card",Annually,"Middle Aged",365
251,33,Male,Skirt,Clothing,25,Mississippi,L,Black,Fall,4,Yes,Express,Yes,9,"Bank Transfer",Weekly,Adult,NULL
252,21,Male,Handbag,Accessories,51,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,34,PayPal,Annually,"Young Adult",365
253,32,Male,Shorts,Clothing,41,Delaware,M,Violet,Summer,3.9,Yes,"Free Shipping",Yes,33,Venmo,Fortnightly,Adult,14
254,52,Male,Boots,Footwear,73,Oklahoma,L,Cyan,Winter,4.9,Yes,"2-Day Shipping",Yes,15,"Bank Transfer",Bi-Weekly,"Middle Aged",14
255,67,Male,Sunglasses,Accessories,42,Indiana,M,White,Winter,3.5,Yes,"Store Pickup",Yes,4,PayPal,Bi-Weekly,Senior,14
256,43,Male,Scarf,Accessories,20,Maryland,M,Charcoal,Spring,4.2,Yes,"Free Shipping",Yes,25,"Debit Card",Annually,Adult,365
257,58,Male,Jewelry,Accessories,30,"South Dakota",XL,Violet,Spring,4.7,Yes,Express,Yes,20,"Credit Card","Every 3 Months",Senior,90
258,20,Male,Handbag,Accessories,53,"West Virginia",M,Red,Summer,4.5,Yes,Express,Yes,5,"Credit Card",Quarterly,"Young Adult",90
259,61,Male,Gloves,Accessories,74,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,16,Cash,Quarterly,Senior,90
260,32,Male,Jeans,Clothing,57,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,13,"Debit Card",Annually,Adult,365
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,"2-Day Shipping",Yes,11,"Credit Card","Every 3 Months",Adult,90
262,21,Male,Jeans,Clothing,77,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,21,"Credit Card",Annually,"Young Adult",365
263,37,Male,Pants,Clothing,40,Hawaii,M,Teal,Summer,3.7,Yes,"Next Day Air",Yes,6,"Debit Card",Annually,Adult,365
264,27,Male,Shorts,Clothing,46,Iowa,M,Purple,Summer,4.3,Yes,"Store Pickup",Yes,29,Venmo,Monthly,"Young Adult",30
265,36,Male,Pants,Clothing,78,Colorado,S,Charcoal,Fall,3.9,Yes,"Store Pickup",Yes,15,Cash,Annually,Adult,365
266,32,Male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,"2-Day Shipping",Yes,17,"Bank Transfer",Bi-Weekly,Adult,14
267,51,Male,Jewelry,Accessories,75,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,32,"Credit Card",Weekly,"Middle Aged",NULL
268,64,Male,Sweater,Clothing,54,Maryland,M,Olive,Spring,3.9,Yes,"2-Day Shipping",Yes,42,Venmo,Annually,Senior,365
269,68,Male,Shoes,Footwear,42,Georgia,M,Charcoal,Spring,2.6,Yes,"Store Pickup",Yes,21,Cash,Monthly,Senior,30
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,"Next Day Air",Yes,9,Cash,Bi-Weekly,Senior,14
271,33,Male,Jeans,Clothing,52,"North Dakota",XL,Orange,Fall,4.6,Yes,"Free Shipping",Yes,16,"Bank Transfer",Annually,Adult,365
272,65,Male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,42,"Credit Card",Fortnightly,Senior,14
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,"2-Day Shipping",Yes,37,"Debit Card",Bi-Weekly,"Middle Aged",14
274,69,Male,Coat,Outerwear,33,"North Dakota",S,Silver,Spring,4.2,Yes,Express,Yes,32,"Debit Card",Quarterly,Senior,90
275,59,Male,Jewelry,Accessories,32,Maryland,M,Indigo,Spring,3,Yes,Express,Yes,28,Cash,Bi-Weekly,Senior,14
276,48,Male,Backpack,Accessories,85,Virginia,XL,Lavender,Winter,4,Yes,Express,Yes,13,"Credit Card",Weekly,"Middle Aged",NULL
277,25,Male,Skirt,Clothing,30,"South Dakota",XL,Turquoise,Fall,3.5,Yes,Express,Yes,11,"Bank Transfer",Fortnightly,"Young Adult",14
278,29,Male,Shirt,Clothing,29,Georgia,M,Green,Winter,3,Yes,"Store Pickup",Yes,36,"Bank Transfer",Bi-Weekly,"Young Adult",14
279,57,Male,Sweater,Clothing,95,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,23,"Debit Card",Annually,"Middle Aged",365
280,23,Male,Sneakers,Footwear,69,Arkansas,L,Turquoise,Summer,4,Yes,Standard,Yes,37,"Bank Transfer",Monthly,"Young Adult",30
281,45,Male,Sandals,Footwear,69,Montana,S,Cyan,Fall,4.2,Yes,"2-Day Shipping",Yes,21,Cash,Bi-Weekly,"Middle Aged",14
282,38,Male,Belt,Accessories,61,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,22,"Debit Card",Bi-Weekly,Adult,14
283,21,Male,Skirt,Clothing,94,Minnesota,M,Teal,Summer,3,Yes,"2-Day Shipping",Yes,9,Cash,Monthly,"Young Adult",30
284,32,Male,Sweater,Clothing,30,Montana,S,Maroon,Fall,3.2,Yes,"Next Day Air",Yes,16,Venmo,Annually,Adult,365
285,63,Male,Skirt,Clothing,45,Ohio,M,Red,Summer,3.5,Yes,Standard,Yes,4,PayPal,Quarterly,Senior,90
286,29,Male,Handbag,Accessories,39,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,3,"Debit Card",Bi-Weekly,"Young Adult",14
287,27,Male,Jewelry,Accessories,51,Nebraska,L,Gray,Summer,2.6,Yes,"Store Pickup",Yes,6,"Debit Card",Annually,"Young Adult",365
288,56,Male,Scarf,Accessories,37,Delaware,L,Blue,Spring,3.4,Yes,"2-Day Shipping",Yes,18,Venmo,Fortnightly,"Middle Aged",14
289,30,Male,T-shirt,Clothing,62,"North Carolina",M,Lavender,Winter,3.7,Yes,"2-Day Shipping",Yes,34,Venmo,Bi-Weekly,"Young Adult",14
290,49,Male,Coat,Outerwear,85,"New York",M,Yellow,Fall,4.5,Yes,"2-Day Shipping",Yes,26,"Credit Card",Monthly,"Middle Aged",30
291,58,Male,T-shirt,Clothing,33,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,50,PayPal,Weekly,Senior,NULL
292,57,Male,Dress,Clothing,26,Delaware,XL,Violet,Fall,3.3,Yes,"Next Day Air",Yes,40,"Bank Transfer",Monthly,"Middle Aged",30
293,60,Male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,"Free Shipping",Yes,24,Cash,Quarterly,Senior,90
294,69,Male,Handbag,Accessories,39,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,33,PayPal,Annually,Senior,365
295,70,Male,Skirt,Clothing,20,"New Jersey",M,Gold,Spring,4.6,Yes,"Store Pickup",Yes,19,"Credit Card","Every 3 Months",Senior,90
296,53,Male,Sunglasses,Accessories,42,"West Virginia",M,Indigo,Winter,2.7,Yes,"Store Pickup",Yes,24,"Credit Card",Quarterly,"Middle Aged",90
297,25,Male,Sandals,Footwear,74,Indiana,S,Lavender,Spring,4.8,Yes,"2-Day Shipping",Yes,19,"Credit Card",Weekly,"Young Adult",NULL
298,48,Male,Shoes,Footwear,26,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,4,"Credit Card",Bi-Weekly,"Middle Aged",14
299,69,Male,T-shirt,Clothing,53,Maryland,M,Lavender,Winter,4,Yes,Standard,Yes,11,Venmo,"Every 3 Months",Senior,90
300,25,Male,Sneakers,Footwear,80,Pennsylvania,M,Maroon,Summer,3.2,Yes,"Next Day Air",Yes,28,PayPal,Fortnightly,"Young Adult",14
301,29,Male,Hat,Accessories,98,Iowa,M,Teal,Spring,4.4,Yes,"Store Pickup",Yes,24,PayPal,Weekly,"Young Adult",NULL
302,46,Male,Skirt,Clothing,95,Pennsylvania,M,Green,Spring,3.8,Yes,Standard,Yes,25,"Credit Card","Every 3 Months","Middle Aged",90
303,37,Male,Sweater,Clothing,44,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,27,"Bank Transfer","Every 3 Months",Adult,90
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,"Next Day Air",Yes,49,Venmo,Weekly,"Young Adult",NULL
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,"Next Day Air",Yes,45,"Credit Card",Bi-Weekly,Adult,14
306,60,Male,Sweater,Clothing,59,Utah,M,Teal,Fall,3.5,Yes,"2-Day Shipping",Yes,26,PayPal,Annually,Senior,365
307,26,Male,Jacket,Outerwear,49,"North Dakota",S,White,Summer,3.6,Yes,Express,Yes,4,Cash,Annually,"Young Adult",365
308,29,Male,Gloves,Accessories,32,Florida,M,Orange,Winter,3.2,Yes,"Free Shipping",Yes,3,"Credit Card","Every 3 Months","Young Adult",90
309,66,Male,Handbag,Accessories,29,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,45,Venmo,Bi-Weekly,Senior,14
310,66,Male,Dress,Clothing,22,Minnesota,M,Yellow,Spring,4.5,Yes,Standard,Yes,21,Cash,Fortnightly,Senior,14
311,56,Male,Pants,Clothing,85,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,50,Cash,Fortnightly,"Middle Aged",14
312,69,Male,Jeans,Clothing,52,"Rhode Island",L,Silver,Winter,4.1,Yes,"Store Pickup",Yes,19,"Bank Transfer",Monthly,Senior,30
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,"Next Day Air",Yes,6,PayPal,Annually,Adult,365
314,42,Male,Dress,Clothing,77,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,50,"Credit Card","Every 3 Months",Adult,90
315,30,Male,Pants,Clothing,24,"New Jersey",M,Purple,Summer,3.3,Yes,"Store Pickup",Yes,17,"Debit Card","Every 3 Months","Young Adult",90
316,66,Male,Jewelry,Accessories,24,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,24,"Debit Card",Annually,Senior,365
317,36,Male,Handbag,Accessories,22,California,M,Charcoal,Fall,3.3,Yes,"Free Shipping",Yes,46,Venmo,Monthly,Adult,30
318,58,Male,Sweater,Clothing,82,"West Virginia",L,Teal,Fall,4.3,Yes,Standard,Yes,42,Cash,"Every 3 Months",Senior,90
319,45,Male,Backpack,Accessories,67,"South Dakota",M,Beige,Winter,2.5,Yes,Standard,Yes,10,Cash,Annually,"Middle Aged",365
320,47,Male,Shorts,Clothing,74,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,1,Cash,"Every 3 Months","Middle Aged",90
321,66,Male,Jewelry,Accessories,72,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,28,"Debit Card",Quarterly,Senior,90
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Yes,"Free Shipping",Yes,48,"Debit Card",Quarterly,Adult,90
323,41,Male,Belt,Accessories,95,Tennessee,S,Cyan,Winter,3,Yes,Standard,Yes,47,"Credit Card",Monthly,Adult,30
324,66,Male,Hoodie,Clothing,78,Tennessee,M,Orange,Winter,3.5,Yes,"Next Day Air",Yes,29,PayPal,Bi-Weekly,Senior,14
325,37,Male,Shirt,Clothing,82,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,37,Venmo,Quarterly,Adult,90
326,70,Male,Pants,Clothing,70,Vermont,M,Charcoal,Winter,4.3,Yes,"Free Shipping",Yes,38,"Debit Card",Annually,Senior,365
327,62,Male,Scarf,Accessories,41,"New Jersey",M,White,Fall,3.2,Yes,"Store Pickup",Yes,48,"Bank Transfer",Weekly,Senior,NULL
328,61,Male,Coat,Outerwear,42,Iowa,M,Teal,Summer,3.1,Yes,"Free Shipping",Yes,36,PayPal,Weekly,Senior,NULL
329,48,Male,Coat,Outerwear,50,Florida,M,Yellow,Fall,2.8,Yes,"Free Shipping",Yes,9,"Credit Card",Weekly,"Middle Aged",NULL
330,70,Male,Socks,Clothing,31,Nevada,S,White,Summer,2.9,Yes,"2-Day Shipping",Yes,34,"Bank Transfer",Monthly,Senior,30
331,46,Male,Sweater,Clothing,51,"North Dakota",M,Beige,Winter,3.7,Yes,Express,Yes,43,Venmo,Bi-Weekly,"Middle Aged",14
332,31,Male,Shirt,Clothing,98,Florida,L,Beige,Fall,3.3,Yes,"Store Pickup",Yes,46,PayPal,Quarterly,"Young Adult",90
333,19,Male,Shirt,Clothing,86,"New York",M,Maroon,Winter,2.8,Yes,"2-Day Shipping",Yes,5,"Credit Card",Monthly,"Young Adult",30
334,39,Male,Sweater,Clothing,64,Alaska,M,Teal,Winter,4.5,Yes,Standard,Yes,15,"Bank Transfer",Bi-Weekly,Adult,14
335,41,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,Yes,"Next Day Air",Yes,30,"Credit Card",Annually,Adult,365
336,20,Male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,44,Venmo,"Every 3 Months","Young Adult",90
337,36,Male,Hat,Accessories,81,"Rhode Island",S,Orange,Fall,4.4,Yes,Express,Yes,16,PayPal,Annually,Adult,365
338,32,Male,Sweater,Clothing,59,"New Mexico",M,Cyan,Winter,4.3,Yes,"2-Day Shipping",Yes,16,"Bank Transfer",Annually,Adult,365
339,69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,16,Cash,Weekly,Senior,NULL
340,40,Male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,"2-Day Shipping",Yes,21,"Credit Card","Every 3 Months",Adult,90
341,40,Male,Shorts,Clothing,47,"New Jersey",L,Blue,Summer,3.5,Yes,Express,Yes,39,Venmo,"Every 3 Months",Adult,90
342,20,Male,Hat,Accessories,20,Utah,S,Blue,Summer,4.6,Yes,"Store Pickup",Yes,40,"Debit Card",Bi-Weekly,"Young Adult",14
343,64,Male,Coat,Outerwear,36,Kentucky,M,Olive,Spring,2.6,Yes,"Next Day Air",Yes,48,"Credit Card","Every 3 Months",Senior,90
344,27,Male,Sandals,Footwear,39,Nebraska,M,Purple,Summer,4.4,Yes,"Next Day Air",Yes,26,Venmo,Monthly,"Young Adult",30
345,24,Male,Skirt,Clothing,71,Virginia,M,Charcoal,Winter,4,Yes,Standard,Yes,46,"Debit Card",Monthly,"Young Adult",30
346,48,Male,Shoes,Footwear,59,Wyoming,S,Olive,Winter,4.4,Yes,"Next Day Air",Yes,27,"Bank Transfer",Annually,"Middle Aged",365
347,49,Male,Jeans,Clothing,50,"New Mexico",L,Violet,Spring,4.7,Yes,"Next Day Air",Yes,5,Cash,Weekly,"Middle Aged",NULL
348,36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,"Store Pickup",Yes,43,PayPal,Fortnightly,Adult,14
349,56,Male,Blouse,Clothing,59,"South Carolina",M,Beige,Fall,2.7,Yes,"Free Shipping",Yes,17,PayPal,Fortnightly,"Middle Aged",14
350,37,Male,Hat,Accessories,87,Arizona,M,Green,Winter,3.7,Yes,"2-Day Shipping",Yes,3,"Bank Transfer",Bi-Weekly,Adult,14
351,42,Male,Sweater,Clothing,68,Kentucky,M,Violet,Spring,2.6,Yes,"2-Day Shipping",Yes,47,"Bank Transfer",Fortnightly,Adult,14
352,28,Male,Skirt,Clothing,90,"New York",M,Teal,Winter,3.9,Yes,Standard,Yes,24,"Debit Card",Bi-Weekly,"Young Adult",14
353,27,Male,Jeans,Clothing,71,Texas,XL,Yellow,Fall,4.9,Yes,"Next Day Air",Yes,12,Cash,"Every 3 Months","Young Adult",90
354,63,Male,Sneakers,Footwear,64,Missouri,L,Yellow,Fall,4.1,Yes,"Store Pickup",Yes,35,"Debit Card",Monthly,Senior,30
355,58,Male,Jewelry,Accessories,76,Pennsylvania,S,Olive,Fall,3,Yes,"Free Shipping",Yes,42,Venmo,Weekly,Senior,NULL
356,37,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,"2-Day Shipping",Yes,1,PayPal,"Every 3 Months",Adult,90
357,56,Male,Pants,Clothing,80,Nevada,L,Black,Spring,3.7,Yes,Standard,Yes,27,Cash,Weekly,"Middle Aged",NULL
358,18,Male,Belt,Accessories,56,Arkansas,M,Olive,Spring,4,Yes,Standard,Yes,16,"Credit Card",Bi-Weekly,"Young Adult",14
359,48,Male,Hat,Accessories,25,Minnesota,XL,Magenta,Summer,3.6,Yes,Express,Yes,36,"Credit Card","Every 3 Months","Middle Aged",90
360,31,Male,Sneakers,Footwear,74,Georgia,M,Olive,Winter,3,Yes,"Store Pickup",Yes,30,"Credit Card","Every 3 Months","Young Adult",90
361,51,Male,Pants,Clothing,30,"Rhode Island",M,Teal,Summer,3,Yes,Standard,Yes,18,"Debit Card",Fortnightly,"Middle Aged",14
362,65,Male,T-shirt,Clothing,96,Nevada,M,White,Spring,2.6,Yes,"Free Shipping",Yes,45,Cash,Annually,Senior,365
363,53,Male,Sneakers,Footwear,64,Texas,M,Charcoal,Fall,3.4,Yes,"Free Shipping",Yes,1,Venmo,Fortnightly,"Middle Aged",14
